      0.000590      0.791849     -0.018480      0.000000      0.000000     -0.006828      0.407423      0.000000      0.000000      0.000000      0.000000      0.308219     -0.005632      0.000000      0.000000     -0.008800      0.364670
      0.003106      0.811450     -0.018961      0.000000      0.000000     -0.007089      0.416236      0.000000      0.000000      0.000000      0.000000      0.314057     -0.005812      0.000000      0.000000     -0.008955      0.371986
      0.007621      0.838237     -0.019607      0.000000      0.000000     -0.007450      0.427624      0.000000      0.000000      0.000000      0.000000      0.321283     -0.006062      0.000000      0.000000     -0.009155      0.381296
      0.014119      0.869245     -0.020339      0.000000      0.000000     -0.007875      0.439938      0.000000      0.000000      0.000000      0.000000      0.328662     -0.006352      0.000000      0.000000     -0.009377      0.391161
      0.022573      0.902355     -0.021102      0.000000      0.000000     -0.008342      0.451968      0.000000      0.000000      0.000000      0.000000      0.335281     -0.006655      0.000000      0.000000     -0.009608      0.400522
      0.032950      0.935843     -0.021849      0.000000      0.000000     -0.008832      0.462724      0.000000      0.000000      0.000000      0.000000      0.340404     -0.006944      0.000000      0.000000     -0.009842      0.408523
      0.045207      0.968246     -0.022543      0.000000      0.000000     -0.009335      0.471383      0.000000      0.000000      0.000000      0.000000      0.343440     -0.007194      0.000000      0.000000     -0.010076      0.414469
      0.059296      0.998354     -0.023150      0.000000      0.000000     -0.009843      0.477298      0.000000      0.000000      0.000000      0.000000      0.343951     -0.007385      0.000000      0.000000     -0.010308      0.417838
      0.075159      1.025243     -0.023649      0.000000      0.000000     -0.010352      0.480019      0.000000      0.000000      0.000000      0.000000      0.341669     -0.007503      0.000000      0.000000     -0.010534      0.418298
      0.092733      1.048314     -0.024023      0.000000      0.000000     -0.010861      0.479318      0.000000      0.000000      0.000000      0.000000      0.336512     -0.007543      0.000000      0.000000     -0.010748      0.415733
      0.111947      1.067314     -0.024256      0.000000      0.000000     -0.011370      0.475189      0.000000      0.000000      0.000000      0.000000      0.328580     -0.007510      0.000000      0.000000     -0.010942      0.410240
      0.132723      1.082314     -0.024334      0.000000      0.000000     -0.011869      0.467825      0.000000      0.000000      0.000000      0.000000      0.318127     -0.007403      0.000000      0.000000     -0.011114      0.402109
      0.154978      1.093643     -0.024234      0.000000      0.000000     -0.012335      0.457560      0.000000      0.000000      0.000000      0.000000      0.305518     -0.007205      0.000000      0.000000     -0.011286      0.391776
      0.178623      1.101780     -0.023914      0.000000      0.000000     -0.012725      0.444786      0.000000      0.000000      0.000000      0.000000      0.291175     -0.006843      0.000000      0.000000     -0.011535      0.379761
      0.203561      1.107213     -0.023319      0.000000      0.000000     -0.012970      0.429870      0.000000      0.000000      0.000000      0.000000      0.275526     -0.006148      0.000000      0.000000     -0.012025      0.366601
      0.229693      1.110301     -0.022374      0.000000      0.000000     -0.012981      0.413068      0.000000      0.000000      0.000000      0.000000      0.258989     -0.004816      0.000000      0.000000     -0.013047      0.352775
      0.256914      1.111148     -0.021008      0.000000      0.000000     -0.012661      0.394527      0.000000      0.000000      0.000000      0.000000      0.241978     -0.002415      0.000000      0.000000     -0.014991      0.338628
      0.285114      1.109584     -0.019178      0.000000      0.000000     -0.011939      0.374403      0.000000      0.000000      0.000000      0.000000      0.224968      0.001499      0.000000      0.000000     -0.018231      0.324287
      0.314178      1.105318     -0.016922      0.000000      0.000000     -0.010813      0.353180      0.000000      0.000000      0.000000      0.000000      0.208585      0.007133      0.000000      0.000000     -0.022865      0.309593
      0.343991      1.098330     -0.014398      0.000000      0.000000     -0.009408      0.332096      0.000000      0.000000      0.000000      0.000000      0.193679      0.014123      0.000000      0.000000     -0.028412      0.294140
      0.374432      1.089304     -0.011884      0.000000      0.000000     -0.007973      0.313225      0.000000      0.000000      0.000000      0.000000      0.181225      0.021358      0.000000      0.000000     -0.033665      0.277513
      0.405379      1.079653     -0.009674      0.000000      0.000000     -0.006793      0.298566      0.000000      0.000000      0.000000      0.000000      0.171799      0.027279      0.000000      0.000000     -0.037054      0.259704
      0.436707      1.070726     -0.007912      0.000000      0.000000     -0.006017      0.288028      0.000000      0.000000      0.000000      0.000000      0.164692      0.030773      0.000000      0.000000     -0.037557      0.241433
      0.468290      1.062694     -0.006501      0.000000      0.000000     -0.005564      0.277953      0.000000      0.000000      0.000000      0.000000      0.157404      0.032030      0.000000      0.000000     -0.035517      0.224024
      0.500000      1.054548     -0.005217      0.000000      0.000000     -0.005217      0.262763      0.000000      0.000000      0.000000      0.000000      0.146687      0.032284      0.000000      0.000000     -0.032284      0.208790
      0.531710      1.045642     -0.003948      0.000000      0.000000     -0.004857      0.239706      0.000000      0.000000      0.000000      0.000000      0.131000      0.032285      0.000000      0.000000     -0.028646      0.196297
      0.563293      1.036849     -0.002827      0.000000      0.000000     -0.004612      0.211952      0.000000      0.000000      0.000000      0.000000      0.112077      0.031207      0.000000      0.000000     -0.023825      0.185978
      0.594621      1.029420     -0.002095      0.000000      0.000000     -0.004742      0.185908      0.000000      0.000000      0.000000      0.000000      0.093631      0.027581      0.000000      0.000000     -0.016541      0.176391
      0.625568      1.023072     -0.001801      0.000000      0.000000     -0.005342      0.165548      0.000000      0.000000      0.000000      0.000000      0.078464      0.021231      0.000000      0.000000     -0.006933      0.166091
      0.656009      1.016096     -0.001662      0.000000      0.000000     -0.006176      0.150173      0.000000      0.000000      0.000000      0.000000      0.067046      0.013777      0.000000      0.000000      0.003096      0.154547
      0.685822      1.007201     -0.001253      0.000000      0.000000     -0.006833      0.136880      0.000000      0.000000      0.000000      0.000000      0.058327      0.007305      0.000000      0.000000      0.011377      0.142331
      0.714886      0.996596     -0.000310      0.000000      0.000000     -0.007018      0.123665      0.000000      0.000000      0.000000      0.000000      0.051130      0.002917      0.000000      0.000000      0.016926      0.130469
      0.743086      0.985435      0.001161      0.000000      0.000000     -0.006681      0.110214      0.000000      0.000000      0.000000      0.000000      0.044771      0.000461      0.000000      0.000000      0.020103      0.119726
      0.770307      0.974771      0.002969      0.000000      0.000000     -0.005951      0.097038      0.000000      0.000000      0.000000      0.000000      0.039011     -0.000815      0.000000      0.000000      0.021831      0.110383
      0.796439      0.965074      0.004872      0.000000      0.000000     -0.005023      0.084611      0.000000      0.000000      0.000000      0.000000      0.033833     -0.001552      0.000000      0.000000      0.022846      0.102394
      0.821377      0.956346      0.006669      0.000000      0.000000     -0.004075      0.073107      0.000000      0.000000      0.000000      0.000000      0.029246     -0.002023      0.000000      0.000000      0.023463      0.095574
      0.845022      0.948433      0.008242      0.000000      0.000000     -0.003220      0.062512      0.000000      0.000000      0.000000      0.000000      0.025194     -0.002265      0.000000      0.000000      0.023741      0.089699
      0.867277      0.941221      0.009555      0.000000      0.000000     -0.002509      0.052776      0.000000      0.000000      0.000000      0.000000      0.021567     -0.002269      0.000000      0.000000      0.023704      0.084562
      0.888053      0.934678      0.010624      0.000000      0.000000     -0.001941      0.043879      0.000000      0.000000      0.000000      0.000000      0.018259     -0.002078      0.000000      0.000000      0.023430      0.080014
      0.907267      0.928816      0.011490      0.000000      0.000000     -0.001493      0.035827      0.000000      0.000000      0.000000      0.000000      0.015208     -0.001771      0.000000      0.000000      0.023031      0.075963
      0.924841      0.923645      0.012196      0.000000      0.000000     -0.001140      0.028630      0.000000      0.000000      0.000000      0.000000      0.012393     -0.001425      0.000000      0.000000      0.022606      0.072364
      0.940704      0.919159      0.012775      0.000000      0.000000     -0.000857      0.022286      0.000000      0.000000      0.000000      0.000000      0.009823     -0.001093      0.000000      0.000000      0.022215      0.069197
      0.954793      0.915331      0.013252      0.000000      0.000000     -0.000631      0.016784      0.000000      0.000000      0.000000      0.000000      0.007517     -0.000800      0.000000      0.000000      0.021887      0.066447
      0.967050      0.912124      0.013645      0.000000      0.000000     -0.000448      0.012100      0.000000      0.000000      0.000000      0.000000      0.005495     -0.000558      0.000000      0.000000      0.021628      0.064101
      0.977427      0.909499      0.013964      0.000000      0.000000     -0.000301      0.008213      0.000000      0.000000      0.000000      0.000000      0.003772     -0.000365      0.000000      0.000000      0.021434      0.062148
      0.985881      0.907422      0.014217      0.000000      0.000000     -0.000186      0.005098      0.000000      0.000000      0.000000      0.000000      0.002363     -0.000219      0.000000      0.000000      0.021296      0.060579
      0.992379      0.905861      0.014408      0.000000      0.000000     -0.000099      0.002736      0.000000      0.000000      0.000000      0.000000      0.001277     -0.000114      0.000000      0.000000      0.021203      0.059386
      0.996894      0.904796      0.014540      0.000000      0.000000     -0.000040      0.001110      0.000000      0.000000      0.000000      0.000000      0.000521     -0.000045      0.000000      0.000000      0.021145      0.058564
      0.999410      0.904208      0.014613      0.000000      0.000000     -0.000008      0.000210      0.000000      0.000000      0.000000      0.000000      0.000099     -0.000008      0.000000      0.000000      0.021116      0.058108
